seed,schemes_planted,schemes_found,recall_pct,decoys_planted,decoys_accused,false_accusation_rate_pct,peso_claimed,peso_actual,peso_reconciles,llm_calls,mxn_cost,wall_clock_s
301,0,0,100.0,10,0,0.0,0,0,n/a,0,0.0,0.05
302,0,0,100.0,10,0,0.0,0,0,n/a,0,0.0,0.054
TOTAL,0,0,0,20,0,0.0,0,0,yes,0,0.0,0.104
